"Protein.IDs"	"LFQ.intensity.KES1_well1"	"LFQ.intensity.KES2_well5"	"LFQ.intensity.KES3_well9"	"LFQ.intensity.PBS1_well2"	"LFQ.intensity.PBS2_well3"	"LFQ.intensity.PBS3_well4"
"2100"	"MH0383_GL0025919;MH0188_GL0048288;MH0150_GL0046833;MH0122_GL0027802"	23078000	9515700	0	0	6731100	6267100
"2101"	"MH0383_GL0040561;T2D-187A_GL0080715;T2D-51A_GL0150311;MH0192_GL0002961"	33945000	31495000	6783500	5177200	5916700	6171200
"2102"	"MH0383_GL0094240"	283350000	237220000	72129000	69714000	72565000	66855000
"2103"	"MH0384_GL0143345;V1.UC17-2_GL0006457;MH0092_GL0089833"	39768000	59230000	23708000	31824000	25435000	32871000
"2104"	"MH0385_GL0010518"	69767000	35221000	136620000	196120000	175980000	190430000
"2105"	"T2D-33A_GL0106486;MH0385_GL0028050;MH0377_GL0099374;DOF010_GL0034201;MH0389_GL0111598"	0	4971500	38026000	40071000	36630000	32894000
"2106"	"MH0385_GL0028068"	18744000	21599000	45176000	34210000	46872000	41684000
"2107"	"MH0385_GL0047212;N038A_GL0019468"	0	0	6933500	0	5872100	7134500
"2108"	"MH0385_GL0064995"	2304100	2643900	2529300	2553400	2589300	3709200
"2109"	"MH0385_GL0114118;MH0065_GL0036121"	17164000	0	80326000	80992000	91030000	95927000
"2110"	"MH0385_GL0130290;NOM027_GL0021716;MH0003_GL0109085"	10910000	11393000	20646000	26003000	19361000	21564000
"2111"	"MH0385_GL0149336;O2.UC36-2_GL0018594"	0	0	12495000	0	562850	541080
"2112"	"MH0385_GL0163485"	13520000	5353000	22128000	15621000	13678000	36450000
"2113"	"MH0385_GL0191458"	8127500	0	39527000	23199000	30993000	27368000
"2114"	"MH0386_GL0176247"	0	0	11159000	14955000	19146000	10168000
"2115"	"MH0388_GL0014283"	71334000	82778000	6350600	5271700	7126100	7409400
"2116"	"MH0389_GL0004217;V1.CD46-0_GL0033166"	18940000	20112000	22305000	30185000	21308000	36822000
"2117"	"MH0389_GL0007160;V1.UC50-1_GL0015442"	2903600	2174600	0	2182500	2043900	0
"2118"	"MH0389_GL0065000;MH0220_GL0094778;V1.FI34_GL0025404;V1.CD2-0-PN_GL0078719;158499257-stool2_revised_C1198454_1_gene171582;NLF007_GL0043316;O2.CD3-0-PT_GL0044931;MH0333_GL0098747;MH0107_GL0029391;V1.UC6-0_GL0106908;MH0389_GL0009110;V1.UC60-0_GL0169107;V1.CD48-0_GL0025967"	0	0	4982500	4143400	0	5349700
"2119"	"MH0389_GL0070558"	2439100	0	1.2e+07	17328000	16681000	11530000
"2120"	"MH0389_GL0079357"	388650000	442740000	125760000	122480000	140520000	213730000
"2121"	"MH0389_GL0109184;MH0212_GL0033700"	0	0	113890000	0	0	0
"2122"	"MH0389_GL0109617;N062A_GL0066995;V1.UC17-2_GL0060167;ED10A_GL0060942"	19726000	24398000	3754300	2440600	0	0
"2123"	"MH0389_GL0134540"	0	2123600	2700300	0	0	2748500
"2124"	"MH0389_GL0174792"	7406800	9799800	9664200	7987900	9832300	8832000
"2125"	"MH0389_GL0175564"	0	26838000	331840000	130460000	157330000	0
"2126"	"MH0390_GL0195967"	0	0	10389000	15149000	12581000	10294000
"2127"	"MH0391_GL0000419"	15906000	19771000	25487000	26790000	24658000	25390000
"2128"	"MH0393_GL0060548;O2.CD1-0-PT_GL0087545;O2.UC7-1_GL0039035;V1.UC22-1_GL0068266;O2.UC41-1_GL0131533;MH0301_GL0032987;T2D-65A_GL0030943;V1.UC21-4_GL0164510"	10229000	9122100	24765000	13051000	9322400	15394000
"2129"	"MH0393_GL0077976"	19021000	19957000	13757000	0	12997000	0
"2130"	"V1.UC38-4_GL0109824;MH0393_GL0104771;O2.UC44-1_GL0063956;V1.UC25-0_GL0011339;657314.CK5_06560;HT25A_GL0126826;V1.CD50-0_GL0123398;V1.FI33_GL0020242"	13762000	11122000	7160400	7609900	7739000	4256600
"2131"	"MH0393_GL0130177;T2D-163A_GL0035258;T2D-20A_GL0080954"	0	4943900	0	0	0	0
"2132"	"MH0395_GL0175934;160502038-stool1_revised_scaffold22514_1_gene145055;T2D-107A_GL0018100;MH0403_GL0079282;MH0154_GL0018483;MH0358_GL0092806;MH0245_GL0156823;T2D-59A_GL0128158;MH0437_GL0117740;MH0252_GL0169395;MH0244_GL0092262;V1.FI36_GL0254707;O2.UC52-2_GL0028501;O2.UC12-0_GL0013458;MH0350_GL0010504;MH0339_GL0013100;MH0275_GL0108989;MH0245_GL0108567;MH0012_GL0229622;MH0322_GL0124131;MH0393_GL0124127;763840445-stool2_revised_scaffold42766_1_gene13055;MH0200_GL0041674;N039A_GL0046999;MH0384_GL0166247;V1.UC53-0_GL0000080;V1.FI11_GL0003343;V1.FI13_GL0049201;O2.UC48-0_GL0238085;V1.FI17_GL0034340;MH0422_GL0160437;411467.BACCAP_03474;NLM026_GL0035429;MH0286_GL0093578;MH0233_GL0118995;DOM019_GL0053433;MH0120_GL0040852;V1.FI18_GL0124242;V1.UC38-4_GL0015665;MH0346_GL0106589;MH0188_GL0197598;MH0329_GL0156147;MH0333_GL0099670;MH0328_GL0128742;V1.UC55-0_GL0058170;MH0239_GL0023137;159268001-stool1_revised_scaffold42345_1_gene102722;MH0274_GL0009337;O2.UC48-1_GL0156624;MH0305_GL0053923;MH0457_GL0023476;MH0189_GL0016560;MH0006_GL0214725;MH0412_GL0164947;MH0009_GL0047254;MH0297_GL0020558;MH0419_GL0072050;V1.CD38-0_GL0042162;MH0393_GL0073945;V1.FI02_GL0090107;764588959-stool1_revised_scaffold36079_3_gene13280;MH0457_GL0010073"	9906200	9940400	11340000	13800000	8209000	18924000
"2133"	"MH0396_GL0013172;MH0140_GL0001198;V1.UC25-1_GL0128087;MH0186_GL0084583;MH0244_GL0003714;MH0002_GL0003931;T2D-22A_GL0049253;DLM001_GL0072352;T2D-11A_GL0078406;N038A_GL0006129;MH0244_GL0112088;MH0153_GL0082029"	10415000	15987000	15252000	13341000	13723000	16605000
"2134"	"V1.FI28_GL0209577;MH0396_GL0036923"	4319600	5740700	3608700	4696900	4105900	3996000
"2135"	"MH0396_GL0175005"	4275100	2544100	25995000	30307000	16243000	23312000
"2136"	"MH0396_GL0183408"	13625000	45938000	4428600	0	0	0
"2137"	"MH0397_GL0091242;V1.UC50-1_GL0095821"	79341000	60963000	10603000	5291100	8420600	8270300
"2138"	"MH0397_GL0196700;159571453-stool2_revised_scaffold12971_2_gene114191"	77835000	29412000	74031000	75427000	78224000	75516000
"2139"	"MH0399_GL0046040"	5626500	6418700	3207300	2820600	0	3469100
"2140"	"MH0402_GL0067538"	2881900	3700200	0	0	0	0
"2141"	"V1.CD3-3-PN_GL0062763;MH0403_GL0100436;N038A_GL0109413;T2D-22A_GL0079320;T2D-97A_GL0158768;V1.FI19_GL0074572"	0	0	2731200	3127500	2324300	2599700
"2142"	"MH0403_GL0136097;MH0390_GL0176699"	6859500	2748300	68747000	34569000	78462000	62102000
"2143"	"MH0406_GL0015896;O2.UC30-2_GL0084107;MH0366_GL0102092;MH0276_GL0118696;MH0195_GL0006960;MH0408_GL0263927;V1.FI14_GL0027352;O2.UC49-0_GL0158510;V1.CD25-4_GL0125115;MH0358_GL0056769;MH0189_GL0030600;MH0362_GL0016476;764588959-stool1_revised_scaffold19262_1_gene1744;MH0453_GL0074397;MH0385_GL0189347;V1.FI13_GL0072124;V1.FI11_GL0120631;MH0383_GL0040610;MH0238_GL0169402;MH0238_GL0010896;MH0212_GL0068413;MH0129_GL0023471;MH0447_GL0016616;MH0238_GL0035775;T2D-68A_GL0079870;DOF010_GL0004014"	0	0	0	0	0	0
"2144"	"MH0406_GL0030612"	134320000	94713000	69910000	49995000	43878000	15260000
"2145"	"MH0406_GL0048001"	0	6056300	1704000	0	0	0
"2146"	"MH0406_GL0082275;159753524-stool1_revised_scaffold19766_1_gene62710;V1.UC35-4_GL0199365;V1.CD31-0_GL0021491;T2D-31A_GL0090910;556261.HMPREF0240_00265"	5724200	8116900	2706900	2271900	2283600	2907700
"2147"	"MH0406_GL0109296"	76209000	45010000	956710000	811250000	889770000	8.8e+08
"2148"	"MH0406_GL0156028;MH0090_GL0096231;160765029-stool1_revised_C1092254_1_gene187331;DLM001_GL0018119;MH0252_GL0043668;MH0044_GL0045368;159207311-stool2_revised_scaffold1962_1_gene150337"	521440000	600070000	407020000	372650000	402360000	444540000
"2149"	"MH0406_GL0215713"	31656000	31877000	0	98164000	155170000	86768000
"2150"	"MH0407_GL0195768"	0	2641000	6521700	4444100	4468800	6055500
"2151"	"MH0407_GL0214162;765094712-stool2_revised_scaffold9962_1_gene11555;MH0179_GL0002042"	18141000	16596000	3614300	3527600	3421100	3436200
"2152"	"MH0408_GL0136317;V1.CD3-0-PN_GL0085359;V1.UC26-0_GL0168600;MH0388_GL0075416;MH0083_GL0088611;MH0039_GL0004879;SZEY-38A_GL0004633;MH0025_GL0027355;MH0243_GL0002053;MH0177_GL0108974;160400887-stool1_revised_scaffold30907_1_gene100848"	91503000	98977000	58867000	53336000	62904000	59827000
"2153"	"MH0409_GL0155636"	6651700	9218800	4667000	4794300	3431000	4648200
"2154"	"MH0410_GL0024424;MH0355_GL0203546;MH0385_GL0091231;765620695-stool1_revised_scaffold31645_1_gene63273;MH0017_GL0002292"	16454000	11004000	70960000	46480000	48477000	51663000
"2155"	"O2.UC41-1_GL0048414;MH0411_GL0044133;MH0008_GL0021848;V1.CD3-0-PN_GL0099407;MH0243_GL0031547"	138770000	153470000	119960000	110680000	126160000	125370000
"2156"	"MH0411_GL0082960"	42562000	15153000	126590000	112900000	127990000	182770000
"2157"	"MH0411_GL0151911"	0	0	5940000	0	5360500	0
"2158"	"MH0412_GL0047376"	0	0	9485500	10130000	7936200	15328000
"2159"	"MH0414_GL0002465;MH0028_GL0054139"	81498000	102130000	42850000	46695000	47464000	47256000
"2160"	"MH0414_GL0002762;MH0203_GL0189495;MH0002_GL0036380;MH0002_GL0024120;NLM028_GL0055126;DOM005_GL0006741;V1.UC41-0_GL0018987;T2D-110A_GL0101646;O2.UC24-1_GL0070355;N085A_GL0053831;MH0314_GL0105080;MH0302_GL0031020;MH0290_GL0059160;MH0274_GL0053427;MH0265_GL0117900;MH0265_GL0065221;MH0195_GL0049602;MH0069_GL0079770;MH0011_GL0039770;DOM021_GL0008066;DLM014_GL0087365"	11875000	17365000	3915100	4076000	4345500	5063100
"2161"	"MH0414_GL0041781;MH0245_GL0036240;MH0011_GL0040525;MH0333_GL0066366;MH0101_GL0105858;T2D-112A_GL0014590;O2.UC43-0_GL0068089;MH0381_GL0144797;O2.CD2-0_GL0047582;ED13A_GL0081299;MH0161_GL0085119;MH0264_GL0096116;MH0006_GL0202098;MH0260_GL0143284;MH0132_GL0134003;MH0031_GL0030925;MH0261_GL0055232"	4740400	5081900	0	0	0	0
"2162"	"MH0414_GL0110048;NLF013_GL0028561;ED9A_GL0065098;NLF002_GL0011714;MH0193_GL0104052"	25876000	6619800	49562000	60522000	54350000	55480000
"2163"	"MH0415_GL0006126"	34581000	32808000	7800500	6966400	6518300	8433600
"2164"	"MH0415_GL0023357;MH0050_GL0018346;MH0046_GL0038228;MH0012_GL0083891;764588959-stool1_revised_scaffold11771_6_gene40436"	7526400	11424000	6829400	7507400	7273600	8660600
"2165"	"MH0415_GL0178143;MH0252_GL0037936"	137610000	136130000	164930000	229420000	187110000	197900000
"2166"	"MH0415_GL0203137"	3466400	3186300	0	3206500	0	0
"2167"	"MH0415_GL0210454"	419480000	439010000	102470000	105350000	92139000	118590000
"2168"	"MH0416_GL0183126"	0	13077000	66710000	76733000	85639000	123720000
"2169"	"MH0417_GL0100560"	23083000	22258000	7357500	9859400	11991000	9892500
"2170"	"MH0417_GL0109483;O2.UC12-2_GL0061720"	3700300	2346500	0	0	0	0
"2171"	"MH0419_GL0014546;V1.FI34_GL0153231"	3439100	5288300	3342800	4066000	3638200	4229200
"2172"	"MH0419_GL0015214"	0	0	11289000	9617500	10510000	0
"2173"	"MH0419_GL0053670;MH0198_GL0136917;MH0345_GL0064131;MH0373_GL0097135"	14403000	14150000	7771100	8286300	6973600	8514400
"2174"	"MH0419_GL0062868"	8219200	6600000	12911000	20174000	14604000	13440000
"2175"	"MH0419_GL0130394;V1.CD20-0_GL0065488"	0	2114800	2886300	3733600	5553700	4195900
"2176"	"MH0420_GL0086908;V1.CD27-0_GL0102206"	25143000	0	2179700	0	0	0
"2177"	"MH0420_GL0087882;MH0088_GL0048311;V1.CD15-3_GL0124083;V1.CD21-0_GL0091540;MH0389_GL0127156;MH0370_GL0090438;MH0016_GL0043206;V1.UC24-0_GL0100344"	17971000	22410000	9796200	12122000	11936000	11876000
"2178"	"MH0420_GL0103514;O2.CD3-0-PT_GL0017555;V1.UC54-0_GL0131757;MH0401_GL0012498;MH0203_GL0160899;V1.UC42-0_GL0153137"	3231700	4590100	6105400	5437900	5309700	5147700
"2179"	"MH0420_GL0106148"	4668000	0	22270000	13536000	11946000	0
"2180"	"MH0420_GL0114780;HT25A_GL0004934;MH0386_GL0015896;MH0455_GL0047277;O2.CD3-0-PT_GL0065825;O2.CD3-0-PT_GL0182393;V1.FI34_GL0166269;O2.UC30-1_GL0125366;MH0422_GL0144084;O2.UC11-2_GL0012998;MH0316_GL0155739;763577454-stool2_revised_scaffold20854_1_gene135086;160400887-stool1_revised_C1497877_1_gene156715;MH0370_GL0094347;V1.CD20-4_GL0042153;V1.UC40-1_GL0054289;MH0378_GL0031359;MH0220_GL0139098;V1.UC50-1_GL0172956;O2.UC17-1_GL0111861;764588959-stool1_revised_C764692_1_gene155705;V1.CD46-0_GL0031376;MH0189_GL0007848;NLF007_GL0044869;MH0097_GL0088288;MH0031_GL0013564;MH0389_GL0199435;V1.UC56-0_GL0048581;MH0385_GL0096938;MH0131_GL0116020;MH0006_GL0175803;MH0131_GL0056313;O2.UC22-1_GL0005981;N089A_GL0012664;MH0124_GL0104459;O2.UC11-1_GL0012051;V1.CD54-0_GL0124417;MH0435_GL0070768;O2.UC38-1_GL0068525;MH0436_GL0027839;O2.UC46-1_GL0086444;763496533-stool2_revised_C1063576_1_gene44404;158499257-stool2_revised_scaffold49618_1_gene87869;V1.CD3-0-PN_GL0030293;T2D-14A_GL0108239;MH0433_GL0030388;MH0271_GL0115825;DOF009_GL0001734;764062976-stool2_revised_C1000619_1_gene119155;V1.UC57-0_GL0027665;DLM009_GL0012021;O2.UC48-0_GL0290372;159268001-stool1_revised_scaffold16594_1_gene137064;MH0307_GL0101327;BGI003A_GL0030081;158337416-stool1_revised_scaffold10889_1_gene209177;V1.CD6-0-PN_GL0185249;MH0329_GL0015578;MH0437_GL0225991;V1.FI04_GL0213156;O2.UC52-0_GL0071484;MH0381_GL0053799;O2.UC48-0_GL0202027;O2.UC44-2_GL0007003;MH0286_GL0006516;V1.CD34-0_GL0034707;MH0286_GL0154026;MH0148_GL0016126;ED12A_GL0059465;DOM022_GL0052287;V1.FI14_GL0242636;MH0205_GL0099949;MH0077_GL0035440;764062976-stool1_revised_scaffold40536_1_gene74539;MH0222_GL0063955;V1.CD3-0-PT_GL0009213;MH0265_GL0087935;604812005-stool2_revised_scaffold41518_1_gene25019;546273.VEIDISOL_01712;MH0336_GL0059821;HT8A_GL0059207;HT8A_GL0054009;V1.CD35-0_GL0032447;MH0447_GL0165616;DLM013_GL0063450;DLF014_GL0039058;764224817-stool1_revised_scaffold6587_1_gene12744;158944319-stool1_revised_scaffold29893_1_gene5602;MH0287_GL0147093;MH0230_GL0113419;MH0288_GL0085648;V1.FI24_GL0015070;MH0377_GL0031147;MH0058_GL0057848;O2.UC44-2_GL0224557;O2.UC37-2_GL0063719;159814214-stool1_revised_C613309_1_gene46000;V1.CD55-0_GL0206645;MH0012_GL0037480;MH0326_GL0177693;V1.UC62-0_GL0077900;O2.UC19-1_GL0009176"	15541000	20080000	20666000	17529000	20877000	21614000
"2181"	"MH0420_GL0130107;V1.CD12-3_GL0094634;MH0335_GL0062543"	2181400	0	4447300	4320000	2834700	3084000
"2182"	"MH0421_GL0025181"	0	26815000	13913000	15833000	17041000	20442000
"2183"	"MH0421_GL0149063"	0	0	29860000	0	0	17502000
"2184"	"MH0422_GL0072603"	0	5178000	2185400	0	0	2516100
"2185"	"MH0422_GL0095156"	11256000	0	40220000	23897000	25506000	24580000
"2186"	"MH0422_GL0128437"	0	1881300	0	0	0	0
"2187"	"MH0422_GL0136456"	2775900	4111900	1317500	0	0	0
"2188"	"MH0422_GL0195886;O2.CD1-0-PT_GL0094791;V1.UC2-4_GL0088670;O2.UC23-2_GL0124625;V1.UC54-0_GL0067210"	15535000	8752500	0	0	0	0
"2189"	"MH0422_GL0202399;MH0143_GL0001117;604812005-stool2_revised_scaffold26860_1_gene49151"	35912000	17551000	36461000	36736000	39229000	41068000
"2190"	"O2.UC15-1_GL0042807;O2.CD1-0-PT_GL0087544;MH0422_GL0217545;MH0071_GL0061702;MH0086_GL0100766;MH0268_GL0027585;O2.UC58-2_GL0053554;V1.UC55-0_GL0166244;MH0196_GL0206355"	2269400	0	9918000	8767300	14661000	10333000
"2191"	"MH0424_GL0130074"	5280000	4076200	8955600	8145000	9789200	8789300
"2192"	"MH0425_GL0122624;V1.FI04_GL0044178"	3138000	6105400	0	1435700	0	0
"2193"	"MH0426_GL0000968;SZEY-97A_GL0059457;O2.UC5-0_GL0054168;MH0409_GL0202124;MH0439_GL0079472"	88085000	181720000	224470000	194550000	172770000	233360000
"2194"	"MH0426_GL0061310"	0	0	78116000	51355000	60809000	77885000
"2195"	"MH0427_GL0053036;DLF004_GL0003283"	175990000	47066000	271380000	232700000	306970000	268570000
"2196"	"MH0427_GL0098355;V1.UC52-0_GL0167631;MH0276_GL0224534"	120560000	107690000	87547000	82235000	85350000	107180000
"2197"	"MH0429_GL0050786"	0	0	5751900	5869800	5075400	3563800
"2198"	"MH0429_GL0103180"	0	0	6160600	4819800	5571200	4927400
"2199"	"V1.FI16_GL0024641;MH0429_GL0110053"	0	3615100	3299300	2235700	2731200	2545700
"2200"	"MH0429_GL0149075;V1.CD49-0_GL0208039;N006A_GL0003978;MH0439_GL0173806"	24977000	18715000	25562000	27055000	24835000	17494000
"2201"	"MH0430_GL0026001;MH0409_GL0094700"	98683000	0	177460000	151080000	170450000	166030000
"2202"	"MH0431_GL0065021"	11080000	14880000	7388000	5134600	0	7326600
"2203"	"MH0431_GL0089004;NLM031_GL0036236;MH0409_GL0029709;V1.UC53-0_GL0119346"	151880000	112680000	18242000	21481000	21832000	23729000
"2204"	"MH0431_GL0091396;MH0003_GL0104512;V1.UC25-0_GL0043189;O2.UC43-0_GL0067917"	12976000	14582000	3090200	2527700	3236800	2496600
"2205"	"MH0431_GL0127464"	0	0	0	0	0	0
"2206"	"V1.FI07_GL0075770;MH0431_GL0164470;O2.UC44-2_GL0051464;MH0147_GL0095671;MH0454_GL0262158;MH0230_GL0092647;MH0003_GL0010502"	5470400	7142600	6457800	6143100	7822700	4468900
"2207"	"MH0432_GL0004735;V1.UC40-1_GL0150944;O2.UC30-1_GL0156301;553973.CLOHYLEM_05869;MH0173_GL0068789;MH0385_GL0006480;MH0003_GL0006272;V1.FI34_GL0126173;MH0437_GL0018460;159166850-stool1_revised_C1005205_1_gene17755"	5140600	14616000	10096000	8353800	14684000	14100000
"2208"	"MH0432_GL0031588"	146780000	81805000	66580000	71515000	61557000	59218000
"2209"	"MH0432_GL0115707"	6924100	9665500	11365000	9076900	10503000	9936500
"2210"	"V1.CD36-0_GL0147856;MH0432_GL0168684;O2.UC43-0_GL0044664;BGI-33A_GL0009911;V1.CD41-0_GL0072654;V1.FI25_GL0059622;MH0200_GL0193006;V1.FI17_GL0012780;MH0189_GL0061550;V1.UC50-1_GL0158230;V1.CD12-3_GL0106062;V1.FI37_GL0209233;T2D-68A_GL0058436;O2.UC24-2_GL0062159;DLF014_GL0030840"	241490000	215190000	75842000	76988000	69240000	69186000
"2211"	"MH0433_GL0013485"	0	0	0	0	0	10403000
"2212"	"MH0433_GL0026489"	4458200	3465400	0	0	0	0
"2213"	"MH0433_GL0038703"	0	0	2782900	2221500	2550600	3003800
"2214"	"MH0433_GL0079729;MH0406_GL0043787"	112730000	116780000	177380000	126580000	183100000	133690000
"2215"	"MH0433_GL0086111;V1.UC55-0_GL0202215;MH0418_GL0074082;160704339-stool1_revised_C1254868_1_gene2892;V1.FI20_GL0145378;V1.UC38-0_GL0011649;V1.CD18-3_GL0040530;T2D-78A_GL0112147;MH0148_GL0005149;NOF008_GL0023556;O2.UC60-0_GL0092603;MH0333_GL0070245;763678604-stool2_revised_C1043396_1_gene128109;O2.UC19-2_GL0026960;MH0366_GL0029223;NLM026_GL0100972;MH0450_GL0191959;MH0417_GL0069113;O2.UC48-0_GL0082481;V1.UC63-0_GL0009269;MH0329_GL0055342;MH0421_GL0087483;BGI-27A_GL0065723;HT14A_GL0029669;765701615-stool1_revised_C1271086_1_gene245546;MH0437_GL0128039;763860675-stool2_revised_scaffold22406_1_gene33252;MH0430_GL0200176;MH0141_GL0082732;T2D-51A_GL0084244;MH0433_GL0148974;764649650-stool1_revised_C424925_1_gene79360;MH0329_GL0169338;MH0189_GL0100449;V1.UC17-2_GL0076508;V1.CD25-4_GL0077824;MH0408_GL0018210;MH0239_GL0135419;MH0434_GL0229957;ED19A_GL0010934;MH0204_GL0019443;MH0448_GL0160094;MH0437_GL0215348;V1.UC59-0_GL0153649;V1.CD6-0-PT_GL0163153;V1.CD24-0_GL0007594;MH0441_GL0157322;MH0147_GL0071912;V1.FI04_GL0180081;O2.UC47-1_GL0116660;O2.UC40-1_GL0158727;MH0390_GL0134352;MH0376_GL0091199;MH0115_GL0057442;MH0402_GL0078820;V1.FI37_GL0017414;V1.CD4-0-PT_GL0001177;MH0318_GL0230236;V1.CD52-0_GL0231586;O2.UC8-2_GL0172314;MH0277_GL0042218;MH0451_GL0149043;MH0250_GL0177801;V1.FI06_GL0065414;MH0196_GL0193549;MH0097_GL0081113;ED10A_GL0073176;V1.CD2-0-PN_GL0071895;O2.UC36-2_GL0068294;MH0446_GL0111768;SZEY-24A_GL0033640;V1.UC11-5_GL0094462;O2.UC7-1_GL0194376;MH0450_GL0028368;MH0441_GL0202988;604812005-stool2_revised_scaffold23224_2_gene23288;764062976-stool1_revised_scaffold22415_1_gene32692;MH0313_GL0091326;MH0274_GL0042053;MH0157_GL0041628;V1.UC52-1_GL0172154;411467.BACCAP_00476;MH0375_GL0048667;V1.UC26-0_GL0157405;V1.FI04_GL0193914;V1.UC39-4_GL0032509;O2.UC9-1_GL0174209;MH0197_GL0003822;NLM004_GL0004635;V1.UC50-1_GL0191395;MH0217_GL0132058;SZEY-62A_GL0053829;V1.UC5-3_GL0131615;V1.UC50-1_GL0143963;MH0389_GL0010246;V1.UC15-3_GL0084485;MH0313_GL0086533;MH0437_GL0069286;V1.FI36_GL0156092;MH0322_GL0045528;MH0309_GL0046165;V1.UC58-4_GL0146441;V1.FI17_GL0080460;V1.FI26_GL0194837;MH0346_GL0051611;DOM018_GL0022081;MH0212_GL0030372;MH0239_GL0117885;V1.UC53-0_GL0101724;MH0448_GL0110220;MH0015_GL0004910;MH0419_GL0114506;158499257-stool1_revised_C1431422_1_gene140551;MH0318_GL0018264;MH0276_GL0036390;MH0437_GL0026096;MH0447_GL0039930;MH0212_GL0111516;T2D-11A_GL0117118;MH0390_GL0116945;MH0437_GL0036059;MH0070_GL0061412;MH0026_GL0052537;MH0430_GL0036355;MH0402_GL0131161;HT25A_GL0062787;V1.FI36_GL0224711;T2D-102A_GL0139143;O2.UC41-1_GL0166580;O2.UC1-1_GL0081575;N009A_GL0026584;MH0415_GL0222185;MH0358_GL0099715;MH0336_GL0138171;MH0318_GL0162635;MH0303_GL0205024;MH0262_GL0079427;MH0174_GL0014596;MH0172_GL0013588;MH0144_GL0099108;MH0126_GL0012406;MH0124_GL0014018;MH0118_GL0035795;MH0040_GL0078804;MH0033_GL0029085;MH0012_GL0214904;V1.UC21-4_GL0009615;V1.UC17-2_GL0042947;T2D-132A_GL0091698;SZEY-99A_GL0019299;SZEY-40A_GL0079063;O2.UC48-0_GL0032086;O2.UC46-0_GL0045527;NOM020_GL0014251;MH0448_GL0164353;MH0433_GL0088452;MH0425_GL0004504;MH0422_GL0234909;MH0376_GL0012497;MH0372_GL0107688;MH0372_GL0040201;MH0358_GL0020336;MH0284_GL0134565;MH0271_GL0173966;MH0260_GL0122185;MH0252_GL0198905;MH0247_GL0126532;MH0243_GL0046527;MH0227_GL0025022;MH0211_GL0123826;MH0203_GL0156723;MH0161_GL0152886;MH0136_GL0112844;MH0062_GL0006314;MH0047_GL0035739;MH0014_GL0005413;MH0008_GL0022982;MH0006_GL0014534;DLM016_GL0013606;469613.HMPREF0864_03720;290338.CKO_03139;V1.FI05_GL0050423;O2.UC48-1_GL0048677;N066A_GL0056463;MH0451_GL0118372;MH0433_GL0234790;MH0362_GL0160400;MH0348_GL0112821;MH0329_GL0198939;MH0318_GL0148803;MH0233_GL0057187;MH0003_GL0079475;764062976-stool1_revised_scaffold37013_1_gene71150;445972.ANACOL_02216;V1.UC52-1_GL0108275;V1.FI17_GL0153436;V1.FI05_GL0111423;MH0370_GL0126820;MH0350_GL0017733;MH0286_GL0146431;MH0262_GL0070098;MH0260_GL0088350;MH0247_GL0025488;MH0229_GL0108434;MH0197_GL0100653;MH0189_GL0007581;MH0188_GL0175697;MH0150_GL0027922;445971.ANASTE_01012;V1.UC10-2_GL0018104;V1.FI36_GL0102995;MH0360_GL0072351;MH0305_GL0002443;MH0229_GL0047081;MH0189_GL0094878;MH0176_GL0139194;MH0002_GL0059403;765640925-stool1_revised_scaffold31800_1_gene3630;585501.HMPREF6123_0539;159207311-stool2_revised_scaffold15589_1_gene101133;V1.CD3-0-PT_GL0063831;O2.UC48-0_GL0003854;NLM023_GL0065135;MH0428_GL0094213;MH0336_GL0045267;MH0006_GL0115185;158944319-stool1_revised_scaffold29976_1_gene123265;V1.FI02_GL0066353;V1.CD17-4_GL0099154;O2.UC40-1_GL0080836;V1.FI36_GL0030090;O2.CD2-0_GL0002631;MH0429_GL0011740;MH0197_GL0006785;MH0012_GL0079629;SZEY-81A_GL0052810;O2.UC7-0_GL0024270;MH0189_GL0047483;T2D-81A_GL0022530;SZEY-22A_GL0080273;MH0341_GL0000547;MH0234_GL0124416;MH0224_GL0163496;MH0107_GL0007230;T2D-57A_GL0051139;MH0437_GL0027097;MH0245_GL0019128;MH0196_GL0227311;BGI-15A_GL0025288;MH0054_GL0026114;V1.UC50-1_GL0144892;MH0100_GL0031949;160502038-stool1_revised_scaffold38761_1_gene171757;MH0447_GL0190414;764224817-stool1_revised_scaffold48006_1_gene116197;N088A_GL0017366;MH0343_GL0041793;MH0280_GL0234423;MH0374_GL0037204;V1.CD50-0_GL0012619;764143897-stool1_revised_C912738_1_gene28127;DLM013_GL0074107;O2.UC28-0_GL0120528;MH0357_GL0167056;N022A_GL0082215;MH0456_GL0162552;MH0377_GL0063721;MH0268_GL0196548;158944319-stool1_revised_scaffold21513_1_gene143800;MH0451_GL0070433"	2677700	0	10282000	1575100	2488300	6721500
"2216"	"O2.UC17-1_GL0027904;MH0433_GL0092221"	18276000	17346000	11674000	7254800	6980300	10818000
"2217"	"MH0433_GL0101513;T2D-176A_GL0000329"	5153700	3761100	21264000	21761000	16959000	19442000
"2218"	"MH0433_GL0133508;V1.UC26-4_GL0094117"	14755000	17451000	5681600	4489600	3017700	3232600
"2219"	"MH0433_GL0173376"	0	16314000	4500100	0	0	4368000
"2220"	"MH0434_GL0145582;O2.UC30-1_GL0077274;763860675-stool1_revised_C1024747_1_gene61809"	0	0	0	0	13139000	0
