"Protein.IDs"	"LFQ.intensity.KES1_well1"	"LFQ.intensity.KES2_well5"	"LFQ.intensity.KES3_well9"	"LFQ.intensity.PBS1_well2"	"LFQ.intensity.PBS2_well3"	"LFQ.intensity.PBS3_well4"
"905"	"MH0057_GL0037518;MH0414_GL0024094;MH0274_GL0070424;MH0150_GL0036097;MH0402_GL0095404;MH0440_GL0207742;V1.UC26-4_GL0184253;MH0288_GL0114560;MH0198_GL0010582;MH0152_GL0034977;MH0143_GL0161387;MH0093_GL0050365;MH0389_GL0148207;MH0187_GL0104979;T2D-118A_GL0082212;763820215-stool2_revised_C296133_1_gene29070;V1.UC57-0_GL0129280;MH0011_GL0027419;MH0323_GL0117802;MH0181_GL0032410;MH0055_GL0063611;MH0328_GL0079715;T2D-118A_GL0019229;T2D-6A_GL0174074;MH0405_GL0036448;MH0348_GL0114004;T2D-105A_GL0041254;MH0398_GL0141384;MH0189_GL0018799;T2D-135A_GL0073568;MH0055_GL0026617"	27339000	36036000	0	0	0	0
"906"	"MH0385_GL0042146;MH0377_GL0068523;MH0187_GL0123869;MH0058_GL0007465;NLF002_GL0046669;V1.FI24_GL0128362;O2.UC59-2_GL0054619;MH0012_GL0171497;N032A_GL0009130;MH0006_GL0105852"	0	0	6253700	5186300	5637900	5470700
"907"	"MH0058_GL0009404"	21402000	18661000	316240000	145030000	191360000	127250000
"908"	"MH0058_GL0018413;MH0389_GL0086469"	35284000	19171000	145030000	101210000	112430000	98713000
"909"	"MH0058_GL0027865;MH0101_GL0047113;MH0011_GL0035561;NOF010_GL0052192;MH0361_GL0078847;MH0399_GL0250198;764062976-stool1_revised_C1251649_1_gene6278"	5666100	3795700	1621900	1889500	1624700	1799000
"910"	"MH0058_GL0047270;N049A_GL0085668;O2.UC47-0_GL0052286;MH0080_GL0010362;765620695-stool1_revised_C694141_1_gene132882;MH0287_GL0055999"	184040000	9388900	430960000	207390000	203060000	437480000
"911"	"MH0377_GL0104081;MH0058_GL0050075;MH0073_GL0003406;MH0385_GL0076834"	4437300	0	31548000	20314000	53191000	35025000
"912"	"MH0131_GL0082233;MH0421_GL0017131;MH0058_GL0057298;V1.FI24_GL0139084"	0	0	2241900	0	1418900	1248900
"913"	"MH0059_GL0028689;V1.FI10_GL0065224;BGI002A_GL0044333"	4707400	4332500	5604100	4164600	6489300	8417600
"914"	"MH0059_GL0085713;MH0318_GL0224481;MH0124_GL0006614;MH0197_GL0158215"	4557100	1491500	3317500	5458800	3922700	6021400
"915"	"MH0060_GL0003352;O2.UC55-0_GL0126713"	8278300	11814000	29487000	38644000	42088000	46284000
"916"	"MH0350_GL0170750;MH0060_GL0020884;V1.UC40-1_GL0071477;MH0420_GL0040718;MH0239_GL0174181;O2.UC38-1_GL0140399;V1.UC56-0_GL0006581;V1.CD21-0_GL0036441;O2.UC41-1_GL0118766;O2.UC18-1_GL0173735;O2.CD1-0-PT_GL0013633;MH0420_GL0015317;MH0308_GL0128028;MH0188_GL0200438;MH0222_GL0182610;T2D-35A_GL0061447;O2.CD3-0-PT_GL0005913;V1.CD34-0_GL0010286;O2.UC30-1_GL0166713;V1.UC59-0_GL0047198;MH0292_GL0013507;V1.CD46-0_GL0109549;N001A_GL0006002;T2D-140A_GL0038149;MH0274_GL0049307;V1.UC55-0_GL0099555;MH0012_GL0165135;MH0383_GL0133312;MH0188_GL0192839;MH0150_GL0011854;MH0002_GL0025922;O2.UC27-0_GL0039067;O2.CD1-0-PT_GL0128123;MH0062_GL0059388;MH0305_GL0003222;N066A_GL0040654;T2D-41A_GL0087234;O2.UC1-2_GL0056703;V1.UC10-2_GL0124017;MH0369_GL0073588;MH0415_GL0062529"	0	0	0	0	0	0
"917"	"V1.FI01_GL0214837;MH0234_GL0091827;MH0234_GL0014227;MH0122_GL0069868;MH0086_GL0004272;MH0060_GL0032381;NOF007_GL0046617;T2D-140A_GL0047272;MH0365_GL0100882;MH0398_GL0046118;V1.FI14_GL0180790;O2.UC58-0_GL0089810;V1.UC10-2_GL0003733;638754422-stool1_revised_scaffold16140_1_gene65983;MH0125_GL0045701;V1.UC56-0_GL0039526;MH0192_GL0154427"	20208000	16262000	3232100	2660900	4562600	3959400
"918"	"MH0060_GL0038052;O2.UC37-1_GL0159159;MH0319_GL0156682;MH0086_GL0071322;MH0354_GL0065969;MH0227_GL0069634;MH0379_GL0029688;V1.CD18-3_GL0058793;T2D-140A_GL0080807;V1.FI12_GL0118454;MH0017_GL0013769;SZEY-20A_GL0037970;SZEY-66A_GL0057379;MH0189_GL0164010;V1.UC3-0_GL0025679;MH0166_GL0007240;MH0388_GL0035638"	17496000	11465000	45778000	44410000	49926000	39013000
"919"	"MH0060_GL0046490;O2.UC11-0_GL0007129;MH0177_GL0024196;MH0203_GL0176884"	4511800	7981400	3216600	2278600	2766800	2641300
"920"	"MH0060_GL0054616;O2.UC19-2_GL0039251;V1.UC10-2_GL0050885;O2.UC48-1_GL0034426;V1.FI36_GL0030216;MH0004_GL0020322"	48168000	8823100	2916400	2521100	4145200	2999100
"921"	"MH0061_GL0015575"	0	0	353080	0	0	0
"922"	"MH0062_GL0000632"	330590000	294340000	115670000	106700000	104260000	113950000
"923"	"MH0062_GL0001108;V1.UC54-0_GL0044510;MH0314_GL0012390"	0	0	4722300	1910800	0	0
"924"	"MH0062_GL0003455;T2D-22A_GL0080997;T2D-11A_GL0143852;159632143-stool1_revised_scaffold23102_1_gene119481"	85675000	60395000	44058000	69613000	65932000	55299000
"925"	"MH0062_GL0009878;MH0423_GL0078968"	18269000	43840000	7985700	10150000	10210000	6363900
"926"	"MH0062_GL0014463;T2D-22A_GL0044815;908612.HMPREF9720_0401;MH0250_GL0111908;NOF012_GL0027903;V1.UC26-0_GL0103338;N025A_GL0041345;MH0247_GL0040071;MH0220_GL0188534;MH0059_GL0022281;MH0192_GL0080022;T2D-47A_GL0079844;MH0192_GL0102138;MH0453_GL0038732;MH0447_GL0152573;MH0246_GL0081841;MH0257_GL0039759;MH0186_GL0025785;158742018-stool1_revised_scaffold20292_1_gene134491;160400887-stool1_revised_scaffold31494_2_gene41112;MH0239_GL0030015;V1.FI10_GL0032496;MH0230_GL0098560;N038A_GL0028929;158802708-stool2_revised_C1056339_1_gene57157;765620695-stool1_revised_scaffold10494_2_gene28749;V1.FI04_GL0166936;MH0206_GL0041573;763597684-stool1_revised_scaffold4833_2_gene92493;MH0415_GL0206266;MH0187_GL0087309;MH0266_GL0173344;O2.UC24-2_GL0013748;MH0012_GL0069414;V1.CD15-3_GL0105101;MH0142_GL0018726;764588959-stool1_revised_scaffold23284_6_gene176756;MH0020_GL0021774;MH0326_GL0082072;158499257-stool2_revised_scaffold61759_1_gene62539;V1.CD30-0_GL0120863;MH0441_GL0150736;MH0336_GL0011716;158337416-stool1_revised_scaffold24399_1_gene96311;159551223-stool1_revised_scaffold30073_1_gene19881;T2D-110A_GL0069214;160400887-stool1_revised_scaffold14996_1_gene83961;T2D-114A_GL0055267;V1.UC35-4_GL0062914;N038A_GL0048606;N038A_GL0042447;DLM001_GL0077435;MH0211_GL0059277;V1.CD40-0_GL0054956;V1.UC37-0_GL0041040;763496533-stool2_revised_scaffold32876_1_gene91384;159490532-stool1_revised_C468010_1_gene4342;O2.UC24-1_GL0058047;MH0318_GL0244161;MH0375_GL0088344;MH0402_GL0133408;T2D-91A_GL0129410"	95729000	126370000	70323000	81341000	74594000	81750000
"927"	"MH0062_GL0015462"	2582800	2935300	0	0	0	0
"928"	"MH0062_GL0028822;T2D-22A_GL0080929;O2.UC43-0_GL0034600;O2.CD2-0_GL0007862;MH0357_GL0196223"	48930000	57908000	52808000	52003000	47965000	58270000
"929"	"MH0062_GL0032426"	7200200	5314600	0	0	0	0
"930"	"MH0062_GL0037172"	2208400	3413300	0	0	0	0
"931"	"MH0062_GL0037597"	13752000	10567000	27117000	26148000	29275000	25003000
"932"	"MH0375_GL0084796;MH0062_GL0039997;T2D-12A_GL0027123;O2.UC47-1_GL0135390;MH0012_GL0231760;MH0212_GL0064790;MH0244_GL0101168;O2.UC8-2_GL0173305;V1.UC17-0_GL0029479;MH0360_GL0136023;HT25A_GL0047170;MH0404_GL0043247;MH0357_GL0156664;MH0057_GL0041195;SZEY-10A_GL0079225;MH0224_GL0178979;MH0321_GL0117038"	199980000	122630000	61233000	58013000	60014000	66278000
"933"	"MH0062_GL0058668;MH0330_GL0196100;MH0067_GL0057625;MH0276_GL0047100;MH0204_GL0031519"	69177000	70670000	32281000	31978000	31156000	34812000
"934"	"MH0062_GL0061336;MH0008_GL0022359;V1.CD49-0_GL0057510;MH0243_GL0063820;159247771-stool1_revised_scaffold10125_1_gene2193;MH0349_GL0139249;MH0247_GL0194533;158742018-stool1_revised_scaffold20366_3_gene14535;MH0192_GL0051821;MH0059_GL0078823;MH0006_GL0019619;V1.UC51-0_GL0062899;159551223-stool1_revised_scaffold39043_1_gene39446;MH0280_GL0045988;DOM025_GL0014225;MH0362_GL0040120;MH0257_GL0052786;T2D-11A_GL0096759;O2.UC48-1_GL0012387;N038A_GL0004290"	364040000	408510000	262740000	268210000	276420000	314860000
"935"	"MH0062_GL0064387;T2D-22A_GL0116192;MH0196_GL0010507;MH0066_GL0061030;160765029-stool1_revised_C1104312_1_gene22250;MH0243_GL0095421;MH0375_GL0006031;V1.FI16_GL0237507"	213530000	225910000	145600000	162930000	162410000	174960000
"936"	"MH0062_GL0064553;MH0433_GL0142608;159571453-stool2_revised_scaffold16762_1_gene144408;N038A_GL0020239;MH0239_GL0120097;V1.FI27_GL0134730;T2D-11A_GL0007231"	337210000	332500000	183710000	203360000	205530000	227850000
"937"	"MH0150_GL0034268;MH0062_GL0073593;NLM031_GL0047479;MH0415_GL0147221;MH0309_GL0084859;MH0012_GL0070194;MH0275_GL0158759;MH0233_GL0053893;MH0287_GL0152146;MH0399_GL0135698;158458797-stool1_revised_C1284260_1_gene54052;MH0439_GL0229123;160319967-stool1_revised_scaffold10920_1_gene7540;T2D-140A_GL0021103;O2.UC60-2_GL0099754;MH0364_GL0052580"	108290000	89664000	30304000	29486000	29772000	30489000
"938"	"MH0065_GL0026004;V1.FI33_GL0066325;MH0143_GL0134160;MH0035_GL0050735;MH0003_GL0096781;MH0123_GL0131418;O2.CD3-0-PT_GL0139117;MH0450_GL0203907;MH0211_GL0196449"	0	4125000	26010000	12662000	18540000	33680000
"939"	"MH0066_GL0010765;MH0227_GL0100580;MH0198_GL0031775;O2.CD1-0-PT_GL0019385;MH0206_GL0106354;V1.CD40-0_GL0087304;MH0452_GL0185325;MH0238_GL0154187;MH0100_GL0014765;O2.UC31-1_GL0143343;V1.FI32_GL0142468;MH0222_GL0125575;V1.UC57-0_GL0059102;MH0143_GL0129384;MH0243_GL0053649"	2201800000	2536400000	946570000	889660000	896700000	1037700000
"940"	"MH0193_GL0021201;MH0066_GL0034726;MH0192_GL0001292;V1.UC26-0_GL0158238"	8105600	9913400	5150500	4643700	7264700	5894100
"941"	"MH0066_GL0054163;O2.UC24-2_GL0006467;NOM029_GL0008566;O2.UC47-2_GL0041627;MH0186_GL0055335;O2.UC44-0_GL0043344;158802708-stool2_revised_C958180_1_gene46863;MH0435_GL0159111;V1.CD37-4_GL0054698;MH0152_GL0076017;MH0284_GL0108542;MH0135_GL0078620;MH0243_GL0128176;NOF002_GL0039751;DLM012_GL0046394;V1.CD27-0_GL0006975;T2D-114A_GL0113991;DLM019_GL0024934;MH0224_GL0194265;MH0140_GL0082310;MH0366_GL0136756;MH0195_GL0040191;MH0011_GL0093121;MH0362_GL0151539;MH0390_GL0030407;MH0384_GL0139531;SZEY-20A_GL0017287;O2.UC1-0_GL0025510;MH0403_GL0088577;MH0322_GL0161395;MH0006_GL0077548;MH0003_GL0034025;675950834-stool1_revised_scaffold30167_2_gene4887;V1.FI24_GL0060819;MH0339_GL0149425;MH0188_GL0040788;O2.UC34-2_GL0096880"	4631200	5539900	657670	413940	374640	0
"942"	"V1.CD38-0_GL0089030;N046A_GL0076365;MH0067_GL0014637;MH0389_GL0138471;MH0143_GL0087418;MH0196_GL0233805;DOM022_GL0024303;MH0286_GL0039769;MH0355_GL0145415;MH0086_GL0024597;MH0377_GL0150733;MH0288_GL0204301;MH0121_GL0065489;V1.FI24_GL0130703;V1.UC19-0_GL0015690;MH0189_GL0111622;V1.UC49-1_GL0069468;MH0100_GL0038405;MH0396_GL0161959;V1.CD38-0_GL0005910;T2D-47A_GL0125177;MH0161_GL0082168"	7909700	10515000	15433000	12664000	15629000	11868000
"943"	"MH0067_GL0022153;MH0415_GL0076256;159713063-stool1_revised_scaffold8300_1_gene5698;N085A_GL0056784"	25890000	32972000	21279000	16994000	19275000	18278000
"944"	"MH0158_GL0020229;MH0067_GL0034013;V1.FI24_GL0146985;MH0361_GL0003681"	0	0	2263800	0	1466600	0
"945"	"T2D-2A_GL0069071;MH0067_GL0070485;ED9A_GL0050535"	7771700	0	21236000	11687000	12041000	17591000
"946"	"NOF007_GL0066272;MH0067_GL0070487;604812005-stool2_revised_scaffold42748_1_gene15904"	8698900	0	25479000	18178000	18513000	21771000
"947"	"MH0271_GL0152980;MH0067_GL0076041;MH0124_GL0004580;V1.CD20-4_GL0096279;O2.UC50-0_GL0029662;O2.UC1-2_GL0154453;MH0389_GL0207769;MH0336_GL0014619;MH0193_GL0032800;MH0049_GL0035113;DOM022_GL0012855;V1.CD38-0_GL0185978;V1.CD17-4_GL0129393;MH0355_GL0211657;MH0010_GL0032504;159753524-stool1_revised_C1067352_1_gene55618;MH0233_GL0037317;MH0086_GL0063704;MH0345_GL0078231;MH0436_GL0036687;763820215-stool1_revised_C720866_1_gene18651;T2D-62A_GL0005373;MH0335_GL0076424;HT14A_GL0106356;V1.CD21-4_GL0089732;MH0308_GL0051144;MH0062_GL0060462;MH0062_GL0062034;MH0307_GL0034282;O2.UC30-1_GL0183607;V1.CD3-0-PN_GL0047867;T2D-47A_GL0001610;MH0336_GL0015006;MH0220_GL0110341;MH0193_GL0011067;MH0002_GL0012203;V1.CD37-4_GL0120867;MH0433_GL0236324;MH0362_GL0122232;MH0188_GL0193890;MH0370_GL0083901"	62182000	129190000	100960000	71278000	81082000	71068000
"948"	"MH0068_GL0000007;MH0149_GL0058886"	33783000	41756000	14497000	13259000	21021000	18651000
"949"	"MH0068_GL0013021;O2.UC36-1_GL0074957"	12078000	27579000	8473600	10475000	8821000	13261000
"950"	"MH0068_GL0019773;MH0262_GL0011555;MH0006_GL0009152;765094712-stool1_revised_scaffold3797_1_gene1390;O2.UC11-1_GL0167696"	8277200	14917000	0	3470300	0	0
"951"	"MH0068_GL0036893;742741.HMPREF9475_02936"	57579000	57875000	30081000	21609000	27811000	30415000
"952"	"NOF013_GL0023343;MH0267_GL0061959;MH0188_GL0007863;O2.UC5-1_GL0129740;MH0133_GL0023533;MH0068_GL0041211"	3053000	5795400	0	0	0	0
"953"	"MH0068_GL0047675;MH0253_GL0237989;NOM023_GL0046614"	1863200	3030900	2415800	3093200	2861100	2566000
"954"	"MH0068_GL0049144;V1.CD3-3-PN_GL0042587"	102870000	119190000	13300000	13231000	12463000	15286000
"955"	"MH0068_GL0051003"	48014000	52900000	42143000	39312000	43066000	46158000
"956"	"MH0068_GL0060075;T2D-22A_GL0011214;159551223-stool1_revised_scaffold3031_2_gene95881;MH0247_GL0048995;MH0359_GL0083564;N066A_GL0099484"	74112000	86444000	79772000	83181000	75231000	86871000
"957"	"MH0126_GL0130124;MH0069_GL0027381;V1.CD40-0_GL0147731;MH0337_GL0006608;MH0321_GL0061663;MH0057_GL0015473"	6452000	4261500	2565700	0	0	0
"958"	"MH0069_GL0073825;MH0118_GL0068760;MH0189_GL0061905;MH0298_GL0169543"	62049000	93983000	6747400	5521800	6262900	5811700
"959"	"MH0126_GL0025720;MH0070_GL0057408"	4109600	4310100	2447100	2523700	0	2446300
"960"	"MH0073_GL0047393;MH0070_GL0074033;O2.UC31-0_GL0060868"	0	0	0	8650300	0	0
"961"	"O2.CD1-0-PT_GL0009481;MH0206_GL0082594;MH0071_GL0023888;O2.UC15-1_GL0100234;O2.UC30-1_GL0060381;T2D-112A_GL0037756;MH0006_GL0173058;O2.UC35-2_GL0070384"	41152000	17357000	150580000	156070000	149610000	105480000
"962"	"V1.FI36_GL0160773;O2.UC41-1_GL0118748;MH0071_GL0024165;MH0422_GL0234273;V1.CD45-0_GL0102809;O2.UC58-0_GL0029254;MH0131_GL0066595;763577454-stool2_revised_scaffold28869_1_gene13088;O2.UC1-2_GL0141206;MH0086_GL0062945;MH0196_GL0018839;O2.UC7-1_GL0090395;MH0211_GL0181868;T2D-13A_GL0045332;V1.UC55-0_GL0073593;O2.UC47-2_GL0091609;V1.UC50-1_GL0164421;V1.FI34_GL0137180;V1.CD55-0_GL0124137;MH0080_GL0002627;O2.UC48-0_GL0091516;NLF007_GL0041058;MH0250_GL0039101;MH0244_GL0028133;MH0193_GL0071989;MH0391_GL0053110;MH0329_GL0134865;MH0234_GL0103197;MH0012_GL0104452;158944319-stool1_revised_C1034595_1_gene136134;O2.UC8-1_GL0039723;O2.UC41-1_GL0060630;V1.UC50-1_GL0150090;V1.UC31-4_GL0049391;MH0447_GL0023698"	58510000	60798000	18144000	20166000	18624000	17468000
"963"	"MH0071_GL0041729;V1.CD20-0_GL0086002"	3725000	0	9828000	8482400	8692300	7717700
"964"	"MH0071_GL0053008;O2.UC2-1_GL0007906;MH0420_GL0062863;MH0198_GL0160490;V1.FI05_GL0051522;T2D-47A_GL0135208;MH0309_GL0066842;V1.UC49-1_GL0142170;MH0244_GL0152636;764669880-stool1_revised_C434095_1_gene5685;V1.FI17_GL0083005;T2D-11A_GL0020110;O2.UC32-2_GL0074141;V1.FI18_GL0013520;MH0377_GL0101545;MH0120_GL0029441;MH0012_GL0110926;MH0382_GL0148770;MH0189_GL0150098;764062976-stool1_revised_C1283953_1_gene15098;V1.FI25_GL0075629;MH0454_GL0050862;MH0412_GL0108341;MH0205_GL0171524;V1.FI04_GL0106036;V1.CD43-0_GL0148958;O2.UC8-1_GL0038145;MH0088_GL0038494;MH0357_GL0111627;479437.Elen_1998;O2.UC48-1_GL0218574;O2.UC32-1_GL0010636;O2.UC15-1_GL0002183;MH0318_GL0073331;V1.FI13_GL0146319;V1.CD20-4_GL0120997;O2.UC48-0_GL0047562;MH0333_GL0025353;MH0230_GL0083200;MH0161_GL0129012;V1.UC14-1_GL0052710;MH0053_GL0059045;V1.UC54-0_GL0141096;V1.FI04_GL0210597;MH0111_GL0134699"	32483000	18615000	14753000	15255000	10346000	14566000
"965"	"MH0071_GL0060412;O2.UC19-1_GL0034475;V1.CD35-1_GL0026725;MH0358_GL0160505"	4943300	6184400	0	0	0	0
"966"	"MH0072_GL0012437;MH0173_GL0078100;MH0176_GL0069272"	0	0	0	0	0	11981000
"967"	"MH0074_GL0012958;MH0398_GL0164172;T2D-11A_GL0126550;765094712-stool1_revised_scaffold2114_1_gene60806;MH0402_GL0094734"	14599000	15871000	2431600	13101000	7684800	17100000
"968"	"MH0074_GL0025112;MH0444_GL0022205;MH0423_GL0029600"	0	43611000	0	0	0	0
"969"	"MH0074_GL0042529;MH0233_GL0103035;T2D-22A_GL0079587"	74850000	86330000	53098000	54261000	53203000	61316000
"970"	"MH0074_GL0049587"	39880000	35141000	44817000	43979000	44362000	47849000
"971"	"MH0074_GL0053372;T2D-22A_GL0047217;MH0253_GL0003159;MH0108_GL0072799;MH0054_GL0017945;MH0441_GL0078143;O2.UC48-1_GL0205130;MH0247_GL0141369;MH0059_GL0103796;160400887-stool1_revised_scaffold31175_1_gene170487;159571453-stool2_revised_scaffold23020_1_gene202008;MH0443_GL0036669;MH0266_GL0049314"	131840000	159860000	167160000	154200000	178160000	182470000
"972"	"MH0074_GL0054170;NOF010_GL0025177;MH0222_GL0020826"	546910000	713180000	182740000	186710000	192260000	197770000
"973"	"MH0443_GL0188812;V1.FI24_GL0176056;MH0267_GL0070543;MH0074_GL0061070;MH0193_GL0069323"	0	2310500	2226500	0	2142200	1969000
"974"	"MH0074_GL0066416;T2D-22A_GL0040567;MH0006_GL0176604;MH0266_GL0017605;160765029-stool1_revised_scaffold21497_1_gene126585;MH0247_GL0077394;MH0346_GL0129395;O2.UC50-2_GL0143491;159551223-stool1_revised_scaffold29428_1_gene172428;MH0257_GL0185893;V1.FI05_GL0116701;160400887-stool1_revised_scaffold33304_1_gene101012;N066A_GL0104385;V1.UC26-4_GL0190156;O2.UC1-2_GL0140683;V1.UC35-0_GL0083166"	28598000	32961000	32046000	19735000	22363000	27556000
"975"	"O2.UC36-0_GL0185842;MH0313_GL0059696;MH0247_GL0077534;MH0077_GL0005506;MH0178_GL0027506;O2.UC15-1_GL0087729;MH0205_GL0061856;MH0107_GL0087494"	0	0	2591200	2031200	2109200	2010700
"976"	"V1.CD55-0_GL0038610;MH0077_GL0043859"	3988100	0	0	0	0	0
"977"	"MH0077_GL0045359"	0	0	10355000	7136600	10728000	8856700
"978"	"MH0078_GL0025394;T2D-156A_GL0054747;MH0230_GL0131710;MH0016_GL0047372;ED16A_GL0155391;MH0140_GL0082012;O2.UC30-0_GL0025700;675950834-stool1_revised_scaffold20766_1_gene28724;MH0322_GL0049357;675950834-stool1_revised_C724514_1_gene77606;NLM029_GL0059228"	96822000	112830000	57495000	64429000	63285000	66778000
"979"	"MH0372_GL0008480;MH0345_GL0070182;MH0080_GL0031204"	2182700	3811300	0	0	0	0
"980"	"MH0083_GL0017810;MH0006_GL0170123"	7710300	13778000	6466200	5995500	5618700	4111400
"981"	"MH0084_GL0007284;T2D-135A_GL0112865;NOF013_GL0055382;N013A_GL0082346;MH0356_GL0186141"	674390	969660	0	710140	1022200	1799100
"982"	"MH0085_GL0036119;MH0377_GL0078552;N025A_GL0021897"	12911000	19029000	9562400	10145000	10118000	9842900
"983"	"MH0086_GL0007430"	0	0	17243000	16498000	17902000	15874000
"984"	"MH0086_GL0011761"	8727400	4078400	0	0	0	12300000
"985"	"MH0087_GL0040927;MH0086_GL0015111;V1.UC21-4_GL0057159"	2442000	8224700	2670800	2467500	2813200	4021000
"986"	"MH0086_GL0019990;O2.UC60-2_GL0051115"	51860000	19133000	34530000	36125000	30192000	23201000
"987"	"MH0086_GL0023405;V1.UC54-0_GL0119251;O2.UC41-1_GL0097864;MH0443_GL0145883;MH0198_GL0048527;MH0188_GL0152404;T2D-6A_GL0221095;V1.UC16-0_GL0090426;O2.UC41-1_GL0011279;V1.CD2-0-PT_GL0050172;DLM012_GL0045134;O2.UC11-2_GL0023864;MH0087_GL0019460;MH0372_GL0094007;O2.UC2-2_GL0008505;MH0188_GL0001629"	5189000	14973000	10300000	8484900	5941200	5067300
"988"	"MH0086_GL0027155;T2D-142A_GL0082436"	5849900	5593200	53785000	55374000	64595000	67371000
"989"	"MH0086_GL0044731"	6666000	7146700	6212900	7399300	4647000	6687200
"990"	"MH0086_GL0050799"	390240000	246490000	76812000	70100000	71425000	59398000
"991"	"MH0086_GL0054581;MH0104_GL0039981;556261.HMPREF0240_01706"	22463000	23395000	13295000	12927000	11392000	13063000
"992"	"MH0086_GL0058925"	1965600	3769400	41287000	32792000	37056000	34732000
"993"	"O2.UC28-2_GL0185572;V1.CD34-0_GL0097510;MH0086_GL0061671;MH0143_GL0094023"	0	8311000	0	12184000	10100000	11997000
"994"	"MH0088_GL0105754;MH0086_GL0064754;V1.UC21-4_GL0121531;V1.CD46-0_GL0041429"	16635000	14091000	0	0	0	0
"995"	"MH0086_GL0087705;O2.UC21-1_GL0008890;V1.UC55-0_GL0104340;V1.CD34-0_GL0084175;V1.UC4-5_GL0191042;V1.FI33_GL0083983;MH0373_GL0099354;MH0262_GL0145957;MH0196_GL0079779;MH0176_GL0130843;MH0203_GL0092673;O2.UC6-1_GL0003093;HT14A_GL0127320;MH0355_GL0166237;MH0293_GL0142671;V1.FI02_GL0196629;MH0373_GL0012608;MH0456_GL0115544;V1.UC54-0_GL0121901;V1.FI36_GL0230952;O2.UC8-1_GL0096330;MH0238_GL0006841;MH0168_GL0068717;V1.CD37-4_GL0101041;ED12A_GL0086889;MH0433_GL0089057;V1.UC16-0_GL0026805;V1.FI10_GL0032082;O2.UC24-2_GL0118407;V1.UC58-4_GL0006282;MH0262_GL0074398;MH0358_GL0105966;MH0233_GL0025586;MH0131_GL0004152;V1.FI04_GL0106056;MH0377_GL0027996;MH0239_GL0150101;MH0182_GL0099445;MH0095_GL0026618;V1.FI17_GL0005862;T2D-68A_GL0094187;MH0382_GL0048479;MH0203_GL0111519;DLF014_GL0034698;O2.UC41-1_GL0143842;MH0252_GL0253163;O2.UC40-0_GL0126771;MH0409_GL0082968;V1.UC47-0_GL0155418;V1.UC58-4_GL0212190;MH0104_GL0032452;V1.UC16-0_GL0072659;T2D-47A_GL0105021;MH0406_GL0076684;MH0370_GL0094215;T2D-11A_GL0004272;O2.UC48-0_GL0128301;411467.BACCAP_04147;MH0370_GL0033514;MH0366_GL0116990;MH0433_GL0229502;V1.UC52-0_GL0031836;MH0203_GL0198751;HT14A_GL0066984;MH0147_GL0103886"	3087000	3095300	6905200	5398300	5631500	8563100
"996"	"MH0086_GL0098194;MH0385_GL0158116;159551223-stool2_revised_C857921_1_gene5975;765620695-stool1_revised_scaffold2227_1_gene15242;HT25A_GL0135085;V1.UC50-1_GL0083866"	17333000	0	16082000	14181000	13973000	17804000
"997"	"MH0420_GL0083555;MH0086_GL0104510;V1.UC52-1_GL0097547;MH0230_GL0149593;MH0192_GL0118508;MH0131_GL0067127;MH0358_GL0116978;MH0086_GL0036758;MH0193_GL0027014;O2.UC23-2_GL0073645;V1.UC53-0_GL0050289;MH0345_GL0103137;MH0247_GL0113985;763982056-stool1_revised_C593565_1_gene69054;MH0389_GL0015602;DOM022_GL0017351;V1.CD32-0_GL0100290;MH0308_GL0093554;V1.FI15_GL0179487;V1.FI17_GL0195004;MH0433_GL0023082;MH0203_GL0076267;O2.UC17-1_GL0115477;V1.FI25_GL0152521;V1.UC58-4_GL0135213;O2.CD3-0-PT_GL0076460;MH0426_GL0070655;MH0003_GL0022555"	5229500	4203700	3953300	4482700	3465600	3491200
"998"	"MH0086_GL0113062;V1.UC44-0_GL0111367;764062976-stool1_revised_scaffold41893_1_gene103452;763577454-stool1_revised_scaffold30265_1_gene92541;MH0150_GL0131334"	56271000	61663000	52860000	135770000	76529000	80314000
"999"	"MH0087_GL0001806;MH0178_GL0085895;V1.UC54-0_GL0086111;MH0348_GL0054284;V1.UC11-5_GL0139545;V1.UC11-5_GL0071211;MH0370_GL0061612;V1.UC62-0_GL0059192;O2.UC11-2_GL0003013;T2D-62A_GL0003182;N088A_GL0129002;MH0274_GL0134283;764062976-stool1_revised_scaffold41221_1_gene87790;O2.UC36-2_GL0098563;T2D-51A_GL0005340;MH0435_GL0076997;MH0412_GL0046724;MH0389_GL0033441;MH0203_GL0053838;MH0143_GL0043781;HT14A_GL0081642;T2D-143A_GL0060665;V1.CD46-0_GL0127045;158479027-stool1_revised_C680174_1_gene16230;160218816-stool1_revised_scaffold34962_1_gene89517;MH0257_GL0181767;MH0370_GL0072529;MH0203_GL0143837;764588959-stool1_revised_scaffold37047_1_gene165798;O2.UC30-2_GL0136331;MH0396_GL0169955;T2D-109A_GL0011519;T2D-140A_GL0030513;MH0447_GL0244370;159551223-stool1_revised_scaffold42449_1_gene40268"	512870000	358490000	619240000	767410000	774100000	588340000
"1000"	"MH0087_GL0004799"	115360000	154520000	92915000	75399000	65401000	72190000
